dec 21st 2012 will be know not as the end of the world but the Babi Boom !  neutral 0 0 1 0 0 1 1 0 0 0 1 0 0 0 0 
| | T | | the Friday we got off of Thanksgiv break  neutral 0 0 1 0 0 1 0 0 0 0 0 1 0 0 0 
| | T | | the Friday we got off of Thanksgiv break  positive 0 0 1 0 0 1 0 0 0 0 0 1 0 0 0 
Quota bill unconstitut SP Samajwadi Parti on Wednesday Septemb 5 dub as unconstitut the bil. ||U||  neutral 0 0 1 0 0 1 0 0 0 0 0 1 0 0 1 
Quota bill unconstitut SP Samajwadi Parti on Wednesday Septemb 5 dub as unconstitut the bil | | U | |  negative 0 0 1 0 0 1 0 0 0 0 0 1 0 0 1 
||T|| Thank again for ticket to last night Passafir show ! Bout my ticket to the RNDM show for tomorrow night !  positive 1 0 1 1 0 0 0 0 0 0 1 1 0 0 1 
Okie. Then meet at orchard.  neutral 0 0 1 0 0 1 0 0 0 0 0 0 0 0 0 
Oki Then meet at orchard  positive 0 0 1 0 0 1 0 0 0 0 0 0 0 0 0 
I hope we watch the concert tomorrow I need to see Dane ! !  positive 1 0 1 1 0 0 0 0 0 0 1 1 0 0 0 
I wa think of you the other day ! ! !  positive 0 0 1 0 0 1 0 0 0 0 1 1 0 0 0 
Just got word we are stop back in Pittsburgh befor the tour head to Ohio June 29th  neutral 0 1 1 0 1 0 0 0 0 0 0 0 0 0 0 
Did you hear ? The Fr 15 program tomorrow night ha been MOVE TO CME ! See you upstair at the CME tomorrow night at 7 00pm !  neutral 1 0 1 1 0 0 0 0 1 0 1 1 0 0 1 
Kiryu to Releas 9th Singl Thi Christma Visual Kei band Kiryu surpris their fan with great news ! The band. ||U||  positive 1 0 1 1 0 0 0 0 0 0 1 0 0 0 0 
Good luck to Codi Reichard &amp Scott Darling..1st day of train camp for the Montreal Canadiens AHL affiliate-Hamilton Bulldog God Speed !  positive 1 0 1 1 0 0 0 0 0 0 1 1 0 0 1 
Great Write In tonight end in a random Taco Bell fix See everyon Sunday rememb Daylight Save ends,. ||U||  positive 1 0 1 1 0 0 0 0 0 0 0 0 0 0 0 
Great Write In tonight end in a random Taco Bell fix See everyon Sunday rememb Daylight Save ends | | U | |  positive 1 0 1 1 0 0 0 0 0 0 0 1 0 0 0 
it doe n't matter that iona doe n't have school tomorrow becaus 1 i hate school 2 we do n't have snow day  negative 0 1 1 0 1 0 1 0 0 0 0 0 0 0 0 
Tomorrow at Knollwood Tyler Graham and Ashley Mayhal compet ! Ani bodi I 'm missing let me know ! Zoe is on vacation..Enjoy the trip !  positive 0 1 1 0 1 0 0 0 0 0 1 1 0 0 0 
Tomorrow at Knollwood Tyler Graham and Ashley Mayhal compet ! Ani bodi I 'm miss let me know ! Zoe is on vacation..Enjoy the trip !  negative 0 1 1 0 1 0 0 0 0 0 1 1 0 0 0 
Excel titl and perfect pair !  positive 1 0 1 1 0 0 0 0 0 0 1 0 0 0 0 
Normal they have everyth on there  neutral 0 0 1 0 0 1 0 0 0 0 0 0 0 0 0 
Normal they have everyth on there  positive 0 0 1 0 0 1 0 0 0 0 0 0 0 0 0 
Shoot myself in the foot &gt &gt &gt &gt take the ACT tomorrow  neutral 0 1 1 0 1 0 0 0 0 0 0 1 0 0 1 
Shoot myself in the foot &gt &gt &gt &gt take the ACT tomorrow  neutral 0 1 1 0 1 0 0 0 0 0 0 1 0 0 1 
Shoot myself in the foot &gt &gt &gt &gt take the ACT tomorrow  neutral 0 1 1 0 1 0 0 0 0 0 0 1 0 0 1 
way too amp to sleep right now it is physic imposs for me to take the SAT tomorrow  negative 0 0 1 0 0 1 0 0 0 0 0 1 0 0 1 
Nissan Titan Eleven accid with 22 car in just over five hour Saturday Riverhead LOCAL ||U||  negative 0 0 1 0 0 1 0 0 0 0 0 1 0 0 1 
||T|| I want her so bad.... ohhh in Melodifestivalen you mean ? Ye yes but that will never happen Netherland wa 15th e1  positive 1 0 1 1 0 0 0 0 1 0 0 1 0 0 0 
The toll affect by the Great East Japan Earthquak Tsunami 3.11 2011 Death-15,871 Missing-2,778 Amounts-18,649 as of 10 Oct Cont  neutral 1 0 1 1 0 0 0 0 0 0 0 0 0 0 0 
Come and join us ||T|| to Be Women 's Day ||T|| with ||T|| on Nov 3rd Deal with anxieties addictions abuse hurts.  positive 1 1 1 0 1 0 0 0 0 0 0 0 0 0 0 
Come and join us | | T | | to Be Women 's Day | | T | | with | | T | | on Nov 3rd Deal with anxieti addict abus hurt  positive 1 1 1 0 1 0 0 0 0 0 0 1 0 0 0 
Video shoot weekend of the 17th in Fresno Courtesy1 Goodfellaz Oath featur Tammany1 &amp Jrocc  neutral 0 1 1 0 1 0 0 0 0 0 0 0 0 0 0 
Liverpudlian David Price defeat Matt Skelton in the 2nd round to defend hi British &amp Commonweath heavyweight titl  positive 0 1 1 0 1 0 0 0 0 0 0 0 0 0 0 
Liverpudlian David Price defeat Matt Skelton in the 2nd round to defend hi British &amp Commonweath heavyweight titl  neutral 0 1 1 0 1 0 0 0 0 0 0 0 0 0 0 
But we 'll kick you out if you snore  negative 0 0 1 0 0 1 0 0 0 0 0 0 0 0 0 
||T|| You will appreci this Sunday brunch coffe Normal cup in background and then the BOWL of java Yowza ||U||  positive 0 0 1 0 0 1 0 0 0 0 0 1 0 0 1 
Do n't forget to set your clock back thi Saturday befor you go to bed ! Daylight Save time end on Sunday,. ||U||  neutral 1 0 1 1 0 0 1 0 0 0 1 0 0 0 0 
Have to work a Sunday but a Sunday of the Edinburgh Derbi  negative 0 0 1 0 0 1 0 0 0 0 0 0 0 0 0 
I may or may not have ask Hugh Danci if he ha an HMV reward card  neutral 1 0 1 1 0 0 1 0 0 0 0 1 0 0 1 
I may or may not have ask Hugh Danci if he ha an HMV reward card  negative 1 0 1 1 0 0 1 0 0 0 0 1 0 0 1 
ok \ u002c see you later on when you are free  positive 1 0 1 1 0 0 0 0 0 0 0 0 0 0 0 
okay \ u002c see you later on when you are free  negative 1 0 1 1 0 0 0 0 0 0 0 0 0 0 0 
||T|| yeah I went to the one August 12 at the Comcast Center ! Wbu ?  neutral 1 0 1 1 0 0 0 0 1 0 1 1 0 0 0 
||T|| The pictur is from Karm al-Zeitoun Massacr in March You can find one with the same children on 60/70 % ||U||  neutral 0 0 1 0 0 1 0 0 0 0 0 0 0 0 0 
And you 're all just go to have to accept the fact that I 'll be slip in and out of the Liverpudlian accent tomorrow okay OKAY  neutral 1 0 1 1 0 0 0 0 0 0 0 1 1 0 0 
And you 're all just go to have to accept the fact that I 'll be slip in and out of the Liverpudlian accent tomorrow okay OKAY  negative 1 0 1 1 0 0 0 0 0 0 0 1 1 0 0 
Parkdal students take a break from homework and head to the Polish Festiv ! Saturday and Sunday onli !  neutral 0 0 1 0 0 1 0 0 0 0 1 0 0 0 0 
It 's Game Day Saturday at Island Wing Co $ 2 Domest Bottl all Day ! See it here ||U||  neutral 0 0 1 0 0 1 0 0 0 0 1 0 0 0 0 
It 's Game Day Saturday at Island Wing Co $ 2 Domest Bottl all Day ! See it here | | U | |  negative 0 0 1 0 0 1 0 0 0 0 1 1 0 0 0 
Charg file in Calif shoot that kill 3 A convict felon wa charg Monday with the murder of three peop. ||U||  negative 0 1 1 0 1 0 0 0 0 0 0 1 0 0 0 
Food inspir fashion ! Come hang with TABL at ||T|| Downtown tomorrow at 6 p.m and meet Fashion Star winner Kara Larick !  positive 1 0 1 1 0 0 0 0 0 0 1 1 0 0 1 
||T|| how 's Teengirl Fantasi ? I may get in the car and drive to ||T|| to stuff my face with duck buns  neutral 0 0 1 0 0 1 0 0 1 0 0 1 0 0 0 
So...Caf Asia might be the move for Saturday.  neutral 0 0 1 0 0 1 0 0 0 0 0 0 0 0 0 
haha If I \ u2019v gone \ u002c I wouldn \ u2019t have ask you  positive 1 0 1 1 0 0 0 0 0 0 0 1 0 0 0 
haha If I \ u2019v gone \ u002c I wouldn \ u2019t have ask you  positive 1 0 1 1 0 0 0 0 0 0 0 1 0 0 0 
` Co you are a love pretti ladi e1  positive 1 0 1 1 0 0 0 0 0 0 0 0 0 0 0 
Congratul to ||T|| for be the first one from WV to ever be a Miss Teen USA 1st runner up ! ! ! Could not be more proud ! Love you  positive 1 1 1 1 0 0 1 0 0 0 1 1 0 0 1 
Gah I still ca n't believ I got to meet ||T|| at Phoenix Comicon back in may Still excit about it ! ! ! ||U||  positive 0 0 1 0 0 1 1 0 0 0 1 1 0 0 0 
Feel like a Monday at FM Kirbi Center for the Perform Art ||U||  neutral 1 0 1 1 0 0 0 0 0 0 0 1 0 0 1 
I 'm ground from the internet until Monday so talk to me while I 'm still at school ! -.  neutral 0 0 1 0 0 1 0 0 0 0 1 1 0 0 0 
I 'm ground from the internet until Monday so talk to me while I 'm still at school !  positive 0 0 1 0 0 1 0 0 0 0 1 1 0 0 0 
my mom alway use to tell my sister that you can bullshit better on a full night 's rest good luck !  positive 1 1 1 1 0 0 0 0 0 0 1 0 0 0 0 
Daddy. I \ u2019m collect my notebook today \ u002c do n't fetch me at 4 I \ u2019ll call you when i \ u2019m ready.  neutral 1 0 1 1 0 0 1 0 0 0 0 1 0 0 0 
Instant Messag go to Allderdic on friday ! ! seem like it be smackin  neutral 1 0 1 1 0 0 0 0 0 0 1 0 0 0 0 
Today lunch \ u002c e whole team eat togeth at e coffe shop \ u002c then we split 3 tabl \ u002c end me and him onli at 1 tabl C now i have 2 keep myself occupi by messag u  neutral 0 0 1 0 0 1 0 0 0 0 0 1 0 0 0 
My deepest condol my dear friend  negative 1 0 1 1 0 0 0 0 0 0 0 0 0 0 0 
That is a great titl on it own and it doe pair perfectli with Among Other too  positive 1 0 1 1 0 0 0 0 0 0 0 0 0 0 0 
All readi for the tour tomorrow ! Maryland Atlant City NYC,. We 'll be bring some Engelbert music to all the Sandi affect area !  positive 0 0 1 0 0 1 0 0 0 0 1 1 0 0 1 
Spent about 9 hour straight in the sun for Waterpark video shoot go to spend the same amount tomorrow at Riot Fest KILL ME  negative 1 1 1 0 1 0 0 0 0 0 0 1 0 1 1 
You eaten ? I am so hungri But meet now. And my acn got wors  negative 0 0 1 0 0 1 0 0 1 0 0 1 0 0 0 
||T|| if you love pinup and Burlesqu check out The Burlesqu Assassin film premier in Baltimor on Nov 9 at Creativ Allianc  positive 1 0 1 1 0 0 0 0 0 0 0 0 0 0 0 
Had my 1st Beef Bibimbap today at Westfield Parramatta Never knew it would be so fill 5 hour on and still not feel an edg hungri  positive 0 0 1 0 0 1 1 0 0 0 0 0 0 0 0 
Watch jiujitsu match all day long get readi for Sunday !  neutral 0 0 1 0 0 1 0 0 0 0 1 0 0 0 0 
haha that suck becaus the drumlin will be just fine  positive 1 1 1 1 0 0 0 0 0 0 0 0 0 0 0 
They said they are not realli hire till next month or someth  negative 0 0 1 0 0 1 1 0 0 0 0 0 0 0 0 
The San Diego expect wide receiv Eddi Royal and Malcom to play in Monday night 's game against the Denver  neutral 1 0 1 1 0 0 0 0 0 0 0 0 0 0 0 
She just woke up and she \ u2019 at her boyfriend hse now. She said she \ u2019ll thk where to eat den call me back.  neutral 0 0 1 0 0 1 0 0 0 0 0 0 0 0 0 
It onli took 5 day for them to fix the broadband outag China Telecom may be improv  positive 0 0 1 0 0 1 0 0 0 0 0 0 0 0 0 
Omigod you guy I get to see HOLi MOTOR tomorrow  positive 0 0 1 0 0 1 0 0 0 0 0 1 0 0 1 
Everyday I 'm like shit is it the 17th yet ! ? Did I miss the Kiryu project ! ? &gt &lt  negative 1 1 1 0 1 0 0 0 1 0 1 1 0 0 0 
but just curiou and i talk it out we are cool  positive 1 0 1 1 0 0 0 0 0 0 0 0 0 0 0 
but just curiou and i talk it out we are cool  positive 1 0 1 1 0 0 0 0 0 0 0 0 0 0 0 
Hey there how about ad a link to your Facebook page for all of us  neutral 0 0 1 0 0 1 0 0 0 0 0 0 0 0 0 
Becom danger obsess with one of tomorrow 's Melodifestivalen song I 'm sure you can see whi ||U||  negative 1 1 1 0 1 0 0 0 0 0 0 1 0 0 0 
Anyon got peopl at Go to hear Jonathan Kozol speak tomorrow Hope they allow motorscoot at the bike rack ?  neutral 1 0 1 1 0 0 0 0 1 0 0 0 0 0 0 
Upon my most recent visit I saw a lawn with flower that spell out ` ` Norwegian Wood  neutral 0 0 1 0 0 1 0 0 0 0 0 1 0 0 0 
lol all the peopl on the facebook live chat on Rock Instant Messag Park are real idiot 's i explain them that Evansc have perform on friday.  negative 1 1 1 0 1 0 0 0 0 0 0 0 0 0 0 
laugh out loud all the peopl on the facebook live chat on Rock Instant Messag Park are real idiot 's i explain them that Evansc have perform on friday  neutral 1 1 1 1 0 0 0 0 0 0 0 0 0 0 0 
SB K-Pop Super Concert on Nov 10th in the Unit States with SNSD 2NE1 T-ara BEAST CNBLUE KARA SISTAR Ca n't rememb tiarafact  neutral 1 0 1 1 0 0 1 0 0 0 0 1 0 0 1 
||T|| I just love thi new show ! I watch it everi Thursday ! Jeff Foxworthi is so hilari !  positive 1 0 1 1 0 0 0 0 0 0 1 1 0 0 0 
| | T | | I just love thi new show ! I watch it everi Thursday ! Jeff Foxworthi is so hilari !  negative 1 0 1 1 0 0 0 0 0 0 1 1 0 0 0 
enjoy some ||T|| for lunch today becaus it 's Friday and I 'm final finish with Thanksgiv leftov e1  positive 1 0 1 1 0 0 0 0 0 0 0 1 0 0 0 
enjoy some | | T | | for lunch today becau it 's Friday and I 'm final finish with Thanksgiv leftov e1  neutral 1 0 1 1 0 0 0 0 0 0 0 1 0 0 0 
enjoy some | | T | | for lunch today becau it 's Friday and I 'm final finish with Thanksgiv leftov e1  positive 1 0 1 1 0 0 0 0 0 0 0 1 0 0 0 
We are a pair of sad game-a-hol  negative 0 1 1 0 1 0 0 0 0 0 0 0 0 0 0 
||T|| Cuba e1 I 'll tell you more after I book it tomorrow and befor I leav Sunday !  positive 0 0 1 0 0 1 0 0 0 0 1 1 0 0 0 
| | T | | Cuba e1 I 'll tell you more after I book it tomorrow and befor I leav Sunday !  neutral 0 0 1 0 0 1 0 0 0 0 1 1 0 0 0 
||T|| paint the Liverpudlian town red on Saturday night anyon ? I know I am ! ! !  positive 0 0 1 0 0 1 0 0 1 0 1 1 0 0 0 
| | T | | paint the Liverpudlian town red on Saturday night anyon ? I know I am ! ! !  negative 0 0 1 0 0 1 0 0 1 0 1 1 0 0 0 
OMIGOD worst moment when you realis that it the last day of the holidays school start tomorrow and you STILL have n't done your homework !  negative 1 1 1 0 1 0 1 0 0 0 1 1 0 0 1 
OMIGOD worst moment when you reali that it the last day of the holiday school start tomorrow and you STILL have n't done your homework !  positive 1 1 1 0 1 0 1 0 0 0 1 1 0 0 1 
Hey hey \ u002c stat onli need 1 point ! How \ u2019 it go on for AI for you all ?  positive 0 0 1 0 0 1 0 0 1 0 1 1 0 0 1 
Marshal golfer Nathan Kern ha finish the fall with the 12th best stroke averag in the countri ||U||  positive 1 0 1 1 0 0 0 0 0 0 0 0 0 0 0 
Taiwan court extend ex-lead 's jail term TAIPEI Taiwan 's high court said Friday it ha extend ex-lead Chen ||U||  neutral 1 0 1 1 0 0 0 0 0 0 0 1 0 0 1 
Storm Aftermath ABJ Octob 30 Million of peopl in the eastern Unit State awok thi morn to floode. ||U||  neutral 0 0 1 0 0 1 0 0 0 0 0 1 0 0 1 
I like a ||T|| video ||U|| Jay Park Danc Dougi with Prepix outsid T.G.I.Friday 's  positive 1 0 1 1 0 0 0 0 0 0 0 1 0 0 0 
Funki mojo Saturday with the girls Sunday my birthday next sat Circoloco then Ibiza ! ! ! Love life  positive 1 0 1 1 0 0 0 0 0 0 1 0 0 0 0 
MDSL Final thi Sunday Juli 15 at 6pm Come watch MYSA take on the Detroit Hustler at Ultim Soccer Arena ! ! hyper text transfer protocol //t.co/38cOcMVL  positive 0 0 1 0 0 1 0 0 0 0 1 1 0 0 1 
Bolton Wander have sack manag Owen Coyl follow a poor start to the Championship season which see them lie 18th in the tabl  negative 1 1 1 0 1 0 0 0 0 0 0 0 0 0 0 
Bolton Wander have sack manag Owen Coyl follow a poor start to the Championship season which see them lie 18th in the tabl  positive 1 1 1 0 1 0 0 0 0 0 0 0 0 0 0 
Thursday Unbear Slacker will be perform at the Le Grand Fromag in Atlant Citi Door open at 6pm and you MUST BE 18 + TO ENTER  neutral 1 0 1 1 0 0 0 0 0 0 0 1 0 0 1 
Thursday Unbear Slacker will be perform at the Le Grand Fromag in Atlant Citi Door open at 6pm and you MUST BE 18 + TO ENTER  positive 1 0 1 1 0 0 0 0 0 0 0 1 0 0 1 
||T|| do we realli have to march everi time we have issu to deal with ? Marcher clash at Cosatu ralli ||U||  negative 0 0 1 0 0 1 0 0 1 0 0 0 0 0 0 
Yuh so funni Dun feel bad about me As I say I wont go home I wont let you do silli thing befor me BYE  positive 0 1 1 0 1 0 0 0 0 0 0 1 0 0 1 
Beauti sleep can help your pimpl too  positive 1 0 1 1 0 0 0 0 0 0 0 0 0 0 0 
Beauti sleep can help your piss in my pant laugh too  negative 1 1 1 1 0 0 0 0 0 0 0 0 0 0 0 
Beauti sleep can help your piss in my pant laugh too  neutral 1 1 1 1 0 0 0 0 0 0 0 0 0 0 0 
So AJ get in the elev with Cena mean they had sex between the 3rd and the ground floor -WWE logic  neutral 0 0 1 0 0 1 0 0 0 0 0 1 0 0 1 
So AJ get in the elev with Cena mean they had sex between the 3rd and the ground floor -WWE logic  neutral 0 0 1 0 0 1 0 0 0 0 0 1 0 0 1 
hi folk \ u002c rem we have a huahui gather at 7pm at orchard mrt tomorrow call me if you wil b late see you all soon  neutral 0 0 1 0 0 1 0 0 0 0 0 0 0 0 0 
Dun forget to help me termin my line  neutral 1 1 1 1 0 0 0 0 0 0 0 0 0 0 0 
Wednesday 11/7 will be the second 4Sight test of the year for grade 3 8 4Sight are PSSA practic tests  neutral 0 0 1 0 0 1 0 0 0 0 0 1 0 0 1 
Wednesday 11/7 will be the second 4Sight test of the year for grade 3 8 4Sight are PSSA practic test  neutral 0 0 1 0 0 1 0 0 0 0 0 1 0 0 1 
Vasili Girasis webcast usual Thursday will be avail Friday morn sinc it 's Nation Women 's Day hol in South Africa tomorrow  positive 0 0 1 0 0 1 0 0 0 0 0 0 0 0 0 
AUG 9TH St Practic Day We have n't reach St Patrick 's Day yet the snake are still in Ireland come in and get bitten ! $ 4 Snake Bite  negative 0 1 1 0 1 0 1 0 0 0 1 1 0 0 1 
Got thank again love it and Snoop is play tomorrow night at Bluesfest ! ||U||  positive 1 0 1 1 0 0 0 0 0 0 1 0 0 0 0 
Got thank again love it and Snoop is play tomorrow night at Bluesfest ! | | U | |  positive 1 0 1 1 0 0 0 0 0 0 1 1 0 0 0 
Daylight is fall to the 10 hour mark near US/Canada border ||U|| via ||T||  neutral 0 0 1 0 0 1 0 0 0 0 0 0 0 0 0 
||T|| you 're an angri elf tonight ! Apples Obamacare relax it Friday.  neutral 1 0 1 1 0 0 0 0 0 0 1 0 0 0 0 
| | T | | you 're an angri elf tonight ! Appl Obamacar relax it Friday  neutral 1 0 1 1 0 0 0 0 0 0 1 1 0 0 0 
| | T | | you 're an angri elf tonight ! Appl Obamacar relax it Friday  negative 1 0 1 1 0 0 0 0 0 0 1 1 0 0 0 
Last week to sign the petit to keep Labour Day in May Sign the petit today ! ||U||  neutral 0 0 1 0 0 1 0 0 0 0 1 0 0 0 0 
Eden Hazard 's pass for Mata 's 2nd goal yesterday wa an absolut dream Had the watch it about 5 time to believ it  neutral 1 0 1 1 0 0 0 0 0 0 0 0 0 0 0 
||T|| We 're at the Beverli Garden Park for the art show We 're here until 5pm ! ! Art Museum to the Art Park perfect Sunday ! !  positive 1 0 1 1 0 0 0 0 0 0 1 0 0 0 0 
||T|| ||T|| see you on FHV at 6pm ... And hope to see you at Westfield Parramatta on Sunday at 1pm :-  positive 1 0 1 1 0 0 0 0 0 0 0 1 0 0 1 
| | T | | | | T | | see you on FHV at 6pm And hope to see you at Westfield Parramatta on Sunday at 1pm  positive 1 0 1 1 0 0 0 0 0 0 0 1 0 0 1 
Youth Soccer pictur are thi Saturday 10/13 ! Check out the youth soccer schedul on our websit !  neutral 0 0 1 0 0 1 0 0 0 0 1 0 0 0 0 
Gator ca n't get caught look ahead to March So tell me when doe the NCAA Tournament start ? ||U||  negative 0 0 1 0 0 1 1 0 1 0 0 1 0 0 1 
Gator ca n't get caught look ahead to March So tell me when doe the NCAA Tournament start ? | | U | |  positive 0 0 1 0 0 1 1 0 1 0 0 1 0 0 1 
# Happy7thAnniversaryTHSK BREAK OUT ! is the 29th singl of THSK that beat the record of Elton John for twelv year and four months  positive 0 0 1 0 0 1 0 1 0 0 1 1 0 0 1 
Appl Releas 13-inch MacBook Pro with Retina Display Black Friday Magazin ||U||  neutral 0 0 1 0 0 1 0 0 0 0 0 0 0 0 0 
But thank you for the neato idea = D  positive 1 0 1 1 0 0 0 0 0 0 0 1 0 0 0 
We also provid Prepix and the manag with a common Korean energi drink Hope it 'll awaken them a littl tomorrow !  positive 1 0 1 1 0 0 0 0 0 0 1 0 0 0 0 
hey \ u002c you free now ?  neutral 1 0 1 1 0 0 0 0 1 0 0 0 0 0 0 
hey \ u002c you free now ?  negative 1 0 1 1 0 0 0 0 1 0 0 0 0 0 0 
Wat make you thk i \ u2019ll fall down But actual i thk i \ u2019m quit prone 2 fall Lucki my dad at home i ask him come and fetch me alreadi  positive 0 0 1 0 0 1 0 0 0 0 0 0 0 0 0 
If England do n't call up Zaha befor January there is a chanc of him be call up by Ivori Coast for the cup sure ? !  neutral 1 0 1 1 0 0 1 0 1 0 1 0 0 0 0 
If England do n't call up Zaha befor Januari there is a chanc of him be call up by Ivori Coast for the cup sure ? !  neutral 1 0 1 1 0 0 1 0 1 0 1 0 0 0 0 
i am use to LLLINKKK and LLLINKKK  neutral 0 0 1 0 0 1 0 0 0 0 0 1 0 0 1 
We 're in hostil territori with these WNi Flash fan 2nd half of overtim about to begin...R Star kick off  neutral 1 0 1 1 0 0 0 0 0 0 0 0 0 0 0 
||T|| What a shame about Punchestown Unlik to race at all tomorrow I had 2 out as well in Quevega and Lieten 2 miler ! ! !  negative 1 1 1 0 1 0 0 0 0 0 1 1 0 0 0 
My pay wa $ 140 \ u002c onc a wk \ u002c 2hr I check net for price rang Sm you later  neutral 0 1 1 0 1 0 0 0 0 0 0 1 0 0 0 
I 'll be turn 25 tomorrow All I want is Crawfish Coffe &amp Commun Amen  neutral 1 0 1 1 0 0 0 0 0 0 0 1 0 0 0 
I 'll be turn 25 tomorrow All I want is Crawfish Coff &amp Commun Amen  neutral 1 0 1 1 0 0 0 0 0 0 0 1 0 0 0 
